0	0	0	-0.000000e+00	-4.294444e+11	-0.000000e+00	0.000000e+00
0	0	1	-0.000000e+00	-4.294444e+11	-0.000000e+00	0.000000e+00
1	0	0	-0.000000e+00	-4.294444e+11	-0.000000e+00	0.000000e+00
1	0	1	-0.000000e+00	-4.294444e+11	-0.000000e+00	0.000000e+00
2	0	0	-0.000000e+00	-4.294444e+11	-0.000000e+00	0.000000e+00
2	0	1	-0.000000e+00	-4.294444e+11	-0.000000e+00	0.000000e+00
3	0	0	-0.000000e+00	-4.294444e+11	-0.000000e+00	0.000000e+00
3	0	1	-0.000000e+00	-4.294444e+11	-0.000000e+00	0.000000e+00
4	0	0	-0.000000e+00	-4.294444e+11	-0.000000e+00	0.000000e+00
4	0	1	-0.000000e+00	-4.294444e+11	-0.000000e+00	0.000000e+00
5	0	0	-0.000000e+00	-4.294444e+11	-0.000000e+00	0.000000e+00
5	0	1	-0.000000e+00	-4.294444e+11	-0.000000e+00	0.000000e+00
6	0	0	-0.000000e+00	-4.294444e+11	-0.000000e+00	0.000000e+00
6	0	1	-0.000000e+00	-4.294444e+11	-0.000000e+00	0.000000e+00
7	0	0	-0.000000e+00	-4.294444e+11	-0.000000e+00	0.000000e+00
7	0	1	-0.000000e+00	-4.294444e+11	-0.000000e+00	0.000000e+00
0	1	0	-0.000000e+00	-8.583333e+11	-0.000000e+00	0.000000e+00
0	1	1	-0.000000e+00	-8.583333e+11	-0.000000e+00	0.000000e+00
1	1	0	-0.000000e+00	-8.583333e+11	-0.000000e+00	0.000000e+00
1	1	1	-0.000000e+00	-8.583333e+11	-0.000000e+00	0.000000e+00
2	1	0	-0.000000e+00	-8.583333e+11	-0.000000e+00	0.000000e+00
2	1	1	-0.000000e+00	-8.583333e+11	-0.000000e+00	0.000000e+00
3	1	0	-0.000000e+00	-8.583333e+11	-0.000000e+00	0.000000e+00
3	1	1	-0.000000e+00	-8.583333e+11	-0.000000e+00	0.000000e+00
4	1	0	-0.000000e+00	-8.583333e+11	-0.000000e+00	0.000000e+00
4	1	1	-0.000000e+00	-8.583333e+11	-0.000000e+00	0.000000e+00
5	1	0	-0.000000e+00	-8.583333e+11	-0.000000e+00	0.000000e+00
5	1	1	-0.000000e+00	-8.583333e+11	-0.000000e+00	0.000000e+00
6	1	0	-0.000000e+00	-8.583333e+11	-0.000000e+00	0.000000e+00
6	1	1	-0.000000e+00	-8.583333e+11	-0.000000e+00	0.000000e+00
7	1	0	-0.000000e+00	-8.583333e+11	-0.000000e+00	0.000000e+00
7	1	1	-0.000000e+00	-8.583333e+11	-0.000000e+00	0.000000e+00
0	2	0	-0.000000e+00	-8.588889e+11	-0.000000e+00	0.000000e+00
0	2	1	-0.000000e+00	-8.588889e+11	-0.000000e+00	0.000000e+00
1	2	0	-0.000000e+00	-8.588889e+11	-0.000000e+00	0.000000e+00
1	2	1	-0.000000e+00	-8.588889e+11	-0.000000e+00	0.000000e+00
2	2	0	-0.000000e+00	-8.588889e+11	-0.000000e+00	0.000000e+00
2	2	1	-0.000000e+00	-8.588889e+11	-0.000000e+00	0.000000e+00
3	2	0	-0.000000e+00	-8.588889e+11	-0.000000e+00	0.000000e+00
3	2	1	-0.000000e+00	-8.588889e+11	-0.000000e+00	0.000000e+00
4	2	0	-0.000000e+00	-8.588889e+11	-0.000000e+00	0.000000e+00
4	2	1	-0.000000e+00	-8.588889e+11	-0.000000e+00	0.000000e+00
5	2	0	-0.000000e+00	-8.588889e+11	-0.000000e+00	0.000000e+00
5	2	1	-0.000000e+00	-8.588889e+11	-0.000000e+00	0.000000e+00
6	2	0	-0.000000e+00	-8.588889e+11	-0.000000e+00	0.000000e+00
6	2	1	-0.000000e+00	-8.588889e+11	-0.000000e+00	0.000000e+00
7	2	0	-0.000000e+00	-8.588889e+11	-0.000000e+00	0.000000e+00
7	2	1	-0.000000e+00	-8.588889e+11	-0.000000e+00	0.000000e+00
0	3	0	-0.000000e+00	-8.590972e+11	-0.000000e+00	0.000000e+00
0	3	1	-0.000000e+00	-8.590972e+11	-0.000000e+00	0.000000e+00
1	3	0	-0.000000e+00	-8.590972e+11	-0.000000e+00	0.000000e+00
1	3	1	-0.000000e+00	-8.590972e+11	-0.000000e+00	0.000000e+00
2	3	0	-0.000000e+00	-8.590972e+11	-0.000000e+00	0.000000e+00
2	3	1	-0.000000e+00	-8.590972e+11	-0.000000e+00	0.000000e+00
3	3	0	-0.000000e+00	-8.590972e+11	-0.000000e+00	0.000000e+00
3	3	1	-0.000000e+00	-8.590972e+11	-0.000000e+00	0.000000e+00
4	3	0	-0.000000e+00	-8.590972e+11	-0.000000e+00	0.000000e+00
4	3	1	-0.000000e+00	-8.590972e+11	-0.000000e+00	0.000000e+00
5	3	0	-0.000000e+00	-8.590972e+11	-0.000000e+00	0.000000e+00
5	3	1	-0.000000e+00	-8.590972e+11	-0.000000e+00	0.000000e+00
6	3	0	-0.000000e+00	-8.590972e+11	-0.000000e+00	0.000000e+00
6	3	1	-0.000000e+00	-8.590972e+11	-0.000000e+00	0.000000e+00
7	3	0	-0.000000e+00	-8.590972e+11	-0.000000e+00	0.000000e+00
7	3	1	-0.000000e+00	-8.590972e+11	-0.000000e+00	0.000000e+00
0	4	0	-3.973643e-04	-8.583333e+11	-0.000000e+00	0.000000e+00
0	4	1	-3.973643e-04	-8.583333e+11	-0.000000e+00	0.000000e+00
1	4	0	-1.986821e-04	-8.583333e+11	-0.000000e+00	0.000000e+00
1	4	1	-1.986821e-04	-8.583333e+11	-0.000000e+00	0.000000e+00
2	4	0	-0.000000e+00	-8.583333e+11	-0.000000e+00	0.000000e+00
2	4	1	-0.000000e+00	-8.583333e+11	-0.000000e+00	0.000000e+00
3	4	0	3.973643e-04	-8.583333e+11	-0.000000e+00	0.000000e+00
3	4	1	3.973643e-04	-8.583333e+11	-0.000000e+00	0.000000e+00
4	4	0	3.973643e-04	-8.583333e+11	-0.000000e+00	0.000000e+00
4	4	1	3.973643e-04	-8.583333e+11	-0.000000e+00	0.000000e+00
5	4	0	1.986821e-04	-8.583333e+11	-0.000000e+00	0.000000e+00
5	4	1	1.986821e-04	-8.583333e+11	-0.000000e+00	0.000000e+00
6	4	0	-0.000000e+00	-8.583333e+11	-0.000000e+00	0.000000e+00
6	4	1	-0.000000e+00	-8.583333e+11	-0.000000e+00	0.000000e+00
7	4	0	-3.973643e-04	-8.583333e+11	-0.000000e+00	0.000000e+00
7	4	1	-3.973643e-04	-8.583333e+11	-0.000000e+00	0.000000e+00
0	5	0	-0.000000e+00	-8.588889e+11	-0.000000e+00	0.000000e+00
0	5	1	-0.000000e+00	-8.588889e+11	-0.000000e+00	0.000000e+00
1	5	0	-0.000000e+00	-8.588889e+11	-0.000000e+00	0.000000e+00
1	5	1	-0.000000e+00	-8.588889e+11	-0.000000e+00	0.000000e+00
2	5	0	-0.000000e+00	-8.588889e+11	-0.000000e+00	0.000000e+00
2	5	1	-0.000000e+00	-8.588889e+11	-0.000000e+00	0.000000e+00
3	5	0	-0.000000e+00	-8.588889e+11	-0.000000e+00	0.000000e+00
3	5	1	-0.000000e+00	-8.588889e+11	-0.000000e+00	0.000000e+00
4	5	0	-0.000000e+00	-8.588889e+11	-0.000000e+00	0.000000e+00
4	5	1	-0.000000e+00	-8.588889e+11	-0.000000e+00	0.000000e+00
5	5	0	-0.000000e+00	-8.588889e+11	-0.000000e+00	0.000000e+00
